Run_Seed,Key_ID,Project,Domain,Original_Nodes,Watermarked_Nodes,Payload_Bits,Encode_Time_ms,Verify_Time_ms,False_Positive_Check,Baseline_Verify,Black_Survival,Ruff_Survival,Autoflake_Survival,Pyupgrade_Survival,Canonical_Survival,Semantic_Survival,PatternGuided_Survival,Canonical_Node_Delta,Semantic_Node_Delta,PatternGuided_Node_Delta,Failure_Reason
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2119,11639,672,481.92,276.1,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1753,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,701,10221,672,379.49,279.14,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1996,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,586,10106,672,294.99,416.06,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.203,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,1396,10916,672,343.95,250.86,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1876,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,74,9594,672,272.86,144.08,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2128,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,1322,10842,672,227.2,416.22,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1893,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2116,11636,672,691.19,306.28,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1796,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,7355,16875,672,542.61,830.12,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1211,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,218,218,672,121.91,1.32,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2947,12467,672,949.38,587.36,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1659,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,87,87,672,32.05,0.55,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,4533,14053,672,1275.69,245.1,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1509,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,12918,22438,672,2334.76,681.66,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1016,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,549,10069,672,257.71,442.06,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2036,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,8399,17919,672,1295.52,337.41,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1239,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,9308,18828,672,1661.95,308.48,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1174,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
